# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-07-23 16:14:05 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11406920 THERMALITO AFTERBAY REL TO FEATHER R NR OROVILLE
# -----------------------------------------------------------------------------------
#
# Data provided for site 11406920
#            TS   parameter     statistic     Description
#        217958       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	217958_00060_00003	217958_00060_00003_cd
USGS	11406920	1991-05-27	1380	A
USGS	11406920	1991-05-28	1370	A
USGS	11406920	1991-05-29	1380	A
USGS	11406920	1991-05-30	1540	A
USGS	11406920	1991-05-31	1890	A
USGS	11406920	1991-06-01	1880	A
USGS	11406920	1991-06-02	1880	A
USGS	11406920	1991-06-03	2130	A
USGS	11406920	1991-06-04	2380	A
USGS	11406920	1991-06-05	2380	A
USGS	11406920	1991-06-06	2380	A
USGS	11406920	1991-06-07	2400	A
USGS	11406920	1991-06-08	2390	A
USGS	11406920	1991-06-09	2390	A
USGS	11406920	1991-06-10	2640	A
USGS	11406920	1991-06-11	2860	A
USGS	11406920	1991-06-12	2860	A
USGS	11406920	1991-06-13	2670	A
USGS	11406920	1991-06-14	2370	A
USGS	11406920	1991-06-15	2370	A
USGS	11406920	1991-06-16	2380	A
USGS	11406920	1991-06-17	2380	A
USGS	11406920	1991-06-18	2390	A
USGS	11406920	1991-06-19	1890	A
USGS	11406920	1991-06-20	1750	A
USGS	11406920	1991-06-21	1580	A
USGS	11406920	1991-06-22	1500	A
USGS	11406920	1991-06-23	1490	A
USGS	11406920	1991-06-24	1510	A
USGS	11406920	1991-06-25	1400	A
USGS	11406920	1991-06-26	1200	A
USGS	11406920	1991-06-27	1100	A
USGS	11406920	1991-06-28	1100	A
USGS	11406920	1991-06-29	1080	A
USGS	11406920	1991-06-30	1070	A
USGS	11406920	1991-07-01	1090	A
USGS	11406920	1991-07-02	1090	A
USGS	11406920	1991-07-03	1080	A
USGS	11406920	1991-07-04	1070	A
USGS	11406920	1991-07-05	1080	A
USGS	11406920	1991-07-06	1100	A
USGS	11406920	1991-07-07	1430	A
USGS	11406920	1991-07-08	1940	A
USGS	11406920	1991-07-09	2180	A
USGS	11406920	1991-07-10	2630	A
USGS	11406920	1991-07-11	2650	A
USGS	11406920	1991-07-12	2160	A
USGS	11406920	1991-07-13	1880	A
USGS	11406920	1991-07-14	1650	A
USGS	11406920	1991-07-15	1480	A
USGS	11406920	1991-07-16	1470	A
USGS	11406920	1991-07-17	1380	A
USGS	11406920	1991-07-18	1180	A
USGS	11406920	1991-07-19	1080	A
USGS	11406920	1991-07-20	1070	A
USGS	11406920	1991-07-21	1070	A
USGS	11406920	1991-07-22	1080	A
USGS	11406920	1991-07-23	1080	A
USGS	11406920	1991-07-24	1080	A
USGS	11406920	1991-07-25	1080	A
USGS	11406920	1991-07-26	885	A
USGS	11406920	1991-07-27	671	A
USGS	11406920	1991-07-28	495	A
USGS	11406920	1991-07-29	415	A
USGS	11406920	1991-07-30	413	A
USGS	11406920	1991-07-31	413	A
USGS	11406920	1991-08-01	414	A
USGS	11406920	1991-08-02	418	A
USGS	11406920	1991-08-03	421	A
USGS	11406920	1991-08-04	421	A
USGS	11406920	1991-08-05	426	A
USGS	11406920	1991-08-06	423	A
USGS	11406920	1991-08-07	656	A
USGS	11406920	1991-08-08	659	A
USGS	11406920	1991-08-09	654	A
USGS	11406920	1991-08-10	636	A
USGS	11406920	1991-08-11	642	A
USGS	11406920	1991-08-12	647	A
USGS	11406920	1991-08-13	651	A
USGS	11406920	1991-08-14	646	A
USGS	11406920	1991-08-15	471	A
USGS	11406920	1991-08-16	420	A
USGS	11406920	1991-08-17	413	A
USGS	11406920	1991-08-18	412	A
USGS	11406920	1991-08-19	400	A
USGS	11406920	1991-08-20	401	A
USGS	11406920	1991-08-21	406	A
USGS	11406920	1991-08-22	416	A
USGS	11406920	1991-08-23	430	A
USGS	11406920	1991-08-24	429	A
USGS	11406920	1991-08-25	418	A
USGS	11406920	1991-08-26	413	A
USGS	11406920	1991-08-27	415	A
USGS	11406920	1991-08-28	418	A
USGS	11406920	1991-08-29	425	A
USGS	11406920	1991-08-30	439	A
USGS	11406920	1991-08-31	444	A
USGS	11406920	1991-09-01	435	A
USGS	11406920	1991-09-02	420	A
USGS	11406920	1991-09-03	422	A
USGS	11406920	1991-09-04	440	A
USGS	11406920	1991-09-05	408	A
USGS	11406920	1991-09-06	403	A
USGS	11406920	1991-09-07	415	A
USGS	11406920	1991-09-08	411	A
USGS	11406920	1991-09-09	410	A
USGS	11406920	1991-09-10	426	A
USGS	11406920	1991-09-11	428	A
USGS	11406920	1991-09-12	432	A
USGS	11406920	1991-09-13	437	A
USGS	11406920	1991-09-14	430	A
USGS	11406920	1991-09-15	423	A
USGS	11406920	1991-09-16	415	A
USGS	11406920	1991-09-17	415	A
USGS	11406920	1991-09-18	425	A
USGS	11406920	1991-09-19	402	A
USGS	11406920	1991-09-20	645	A
USGS	11406920	1991-09-21	1640	A
USGS	11406920	1991-09-22	1870	A
USGS	11406920	1991-09-23	1890	A
USGS	11406920	1991-09-24	1880	A
USGS	11406920	1991-09-25	1900	A
USGS	11406920	1991-09-26	1880	A
USGS	11406920	1991-09-27	1890	A
USGS	11406920	1991-09-28	1870	A
USGS	11406920	1991-09-29	1880	A
USGS	11406920	1991-09-30	1890	A
USGS	11406920	1991-10-01	1880	A
USGS	11406920	1991-10-02	1880	A
USGS	11406920	1991-10-03	1890	A
USGS	11406920	1991-10-04	1890	A
USGS	11406920	1991-10-05	1900	A
USGS	11406920	1991-10-06	1880	A
USGS	11406920	1991-10-07	1830	A
USGS	11406920	1991-10-08	1660	A
USGS	11406920	1991-10-09	1490	A
USGS	11406920	1991-10-10	1290	A
USGS	11406920	1991-10-11	1090	A
USGS	11406920	1991-10-12	901	A
USGS	11406920	1991-10-13	705	A
USGS	11406920	1991-10-14	510	A
USGS	11406920	1991-10-15	426	A
USGS	11406920	1991-10-16	430	A
USGS	11406920	1991-10-17	429	A
USGS	11406920	1991-10-18	425	A
USGS	11406920	1991-10-19	419	A
USGS	11406920	1991-10-20	414	A
USGS	11406920	1991-10-21	415	A
USGS	11406920	1991-10-22	415	A
USGS	11406920	1991-10-23	415	A
USGS	11406920	1991-10-24	431	A
USGS	11406920	1991-10-25	437	A
USGS	11406920	1991-10-26	436	A
USGS	11406920	1991-10-27	436	A
USGS	11406920	1991-10-28	437	A
USGS	11406920	1991-10-29	436	A
USGS	11406920	1991-10-30	432	A
USGS	11406920	1991-10-31	424	A
USGS	11406920	1991-11-01	407	A
USGS	11406920	1991-11-02	409	A
USGS	11406920	1991-11-03	409	A
USGS	11406920	1991-11-04	405	A
USGS	11406920	1991-11-05	408	A
USGS	11406920	1991-11-06	409	A
USGS	11406920	1991-11-07	409	A
USGS	11406920	1991-11-08	413	A
USGS	11406920	1991-11-09	415	A
USGS	11406920	1991-11-10	415	A
USGS	11406920	1991-11-11	416	A
USGS	11406920	1991-11-12	421	A
USGS	11406920	1991-11-13	421	A
USGS	11406920	1991-11-14	419	A
USGS	11406920	1991-11-15	422	A
USGS	11406920	1991-11-16	423	A
USGS	11406920	1991-11-17	424	A
USGS	11406920	1991-11-18	428	A
USGS	11406920	1991-11-19	430	A
USGS	11406920	1991-11-20	431	A
USGS	11406920	1991-11-21	429	A
USGS	11406920	1991-11-22	428	A
USGS	11406920	1991-11-23	434	A
USGS	11406920	1991-11-24	427	A
USGS	11406920	1991-11-25	421	A
USGS	11406920	1991-11-26	422	A
USGS	11406920	1991-11-27	425	A
USGS	11406920	1991-11-28	421	A
USGS	11406920	1991-11-29	433	A
USGS	11406920	1991-11-30	440	A
USGS	11406920	1991-12-01	433	A
USGS	11406920	1991-12-02	437	A
USGS	11406920	1991-12-03	431	A
USGS	11406920	1991-12-04	427	A
USGS	11406920	1991-12-05	429	A
USGS	11406920	1991-12-06	431	A
USGS	11406920	1991-12-07	436	A
USGS	11406920	1991-12-08	430	A
USGS	11406920	1991-12-09	428	A
USGS	11406920	1991-12-10	431	A
USGS	11406920	1991-12-11	614	A
USGS	11406920	1991-12-12	1550	A
USGS	11406920	1991-12-13	1910	A
USGS	11406920	1991-12-14	1900	A
USGS	11406920	1991-12-15	1900	A
USGS	11406920	1991-12-16	1900	A
USGS	11406920	1991-12-17	2420	A
USGS	11406920	1991-12-18	2430	A
USGS	11406920	1991-12-19	2430	A
USGS	11406920	1991-12-20	2440	A
USGS	11406920	1991-12-21	2420	A
USGS	11406920	1991-12-22	2410	A
USGS	11406920	1991-12-23	2160	A
USGS	11406920	1991-12-24	1900	A
USGS	11406920	1991-12-25	1900	A
USGS	11406920	1991-12-26	1810	A
USGS	11406920	1991-12-27	1640	A
USGS	11406920	1991-12-28	1420	A
USGS	11406920	1991-12-29	1220	A
USGS	11406920	1991-12-30	1020	A
USGS	11406920	1991-12-31	824	A
USGS	11406920	1992-01-01	616	A
USGS	11406920	1992-01-02	466	A
USGS	11406920	1992-01-03	426	A
USGS	11406920	1992-01-04	434	A
USGS	11406920	1992-01-05	436	A
USGS	11406920	1992-01-06	425	A
USGS	11406920	1992-01-07	426	A
USGS	11406920	1992-01-08	434	A
USGS	11406920	1992-01-09	426	A
USGS	11406920	1992-01-10	432	A
USGS	11406920	1992-01-11	431	A
USGS	11406920	1992-01-12	428	A
USGS	11406920	1992-01-13	429	A
USGS	11406920	1992-01-14	437	A
USGS	11406920	1992-01-15	440	A
USGS	11406920	1992-01-16	440	A
USGS	11406920	1992-01-17	437	A
USGS	11406920	1992-01-18	431	A
USGS	11406920	1992-01-19	429	A
USGS	11406920	1992-01-20	429	A
USGS	11406920	1992-01-21	416	A
USGS	11406920	1992-01-22	424	A
USGS	11406920	1992-01-23	423	A
USGS	11406920	1992-01-24	423	A
USGS	11406920	1992-01-25	421	A
USGS	11406920	1992-01-26	416	A
USGS	11406920	1992-01-27	417	A
USGS	11406920	1992-01-28	395	A
USGS	11406920	1992-01-29	390	A
USGS	11406920	1992-01-30	403	A
USGS	11406920	1992-01-31	392	A
USGS	11406920	1992-02-01	409	A
USGS	11406920	1992-02-02	406	A
USGS	11406920	1992-02-03	403	A
USGS	11406920	1992-02-04	402	A
USGS	11406920	1992-02-05	402	A
USGS	11406920	1992-02-06	402	A
USGS	11406920	1992-02-07	404	A
USGS	11406920	1992-02-08	405	A
USGS	11406920	1992-02-09	403	A
USGS	11406920	1992-02-10	404	A
USGS	11406920	1992-02-11	404	A
USGS	11406920	1992-02-12	396	A
USGS	11406920	1992-02-13	400	A
USGS	11406920	1992-02-14	393	A
USGS	11406920	1992-02-15	401	A
USGS	11406920	1992-02-16	397	A
USGS	11406920	1992-02-17	396	A
USGS	11406920	1992-02-18	399	A
USGS	11406920	1992-02-19	402	A
USGS	11406920	1992-02-20	405	A
USGS	11406920	1992-02-21	404	A
USGS	11406920	1992-02-22	403	A
USGS	11406920	1992-02-23	396	A
USGS	11406920	1992-02-24	392	A
USGS	11406920	1992-02-25	394	A
USGS	11406920	1992-02-26	392	A
USGS	11406920	1992-02-27	391	A
USGS	11406920	1992-02-28	401	A
USGS	11406920	1992-02-29	395	A
USGS	11406920	1992-03-01	395	A
USGS	11406920	1992-03-02	389	A
USGS	11406920	1992-03-03	397	A
USGS	11406920	1992-03-04	399	A
USGS	11406920	1992-03-05	395	A
USGS	11406920	1992-03-06	302	A
USGS	11406920	1992-03-07	207	A
USGS	11406920	1992-03-08	196	A
USGS	11406920	1992-03-09	203	A
USGS	11406920	1992-03-10	210	A
USGS	11406920	1992-03-11	199	A
USGS	11406920	1992-03-12	195	A
USGS	11406920	1992-03-13	203	A
USGS	11406920	1992-03-14	208	A
USGS	11406920	1992-03-15	202	A
USGS	11406920	1992-03-16	206	A
USGS	11406920	1992-03-17	209	A
USGS	11406920	1992-03-18	207	A
USGS	11406920	1992-03-19	204	A
USGS	11406920	1992-03-20	202	A
USGS	11406920	1992-03-21	198	A
USGS	11406920	1992-03-22	203	A
USGS	11406920	1992-03-23	204	A
USGS	11406920	1992-03-24	205	A
USGS	11406920	1992-03-25	207	A
USGS	11406920	1992-03-26	212	A
USGS	11406920	1992-03-27	213	A
USGS	11406920	1992-03-28	215	A
USGS	11406920	1992-03-29	209	A
USGS	11406920	1992-03-30	204	A
USGS	11406920	1992-03-31	200	A
USGS	11406920	1992-04-01	202	A
USGS	11406920	1992-04-02	203	A
USGS	11406920	1992-04-03	203	A
USGS	11406920	1992-04-04	204	A
USGS	11406920	1992-04-05	210	A
USGS	11406920	1992-04-06	213	A
USGS	11406920	1992-04-07	207	A
USGS	11406920	1992-04-08	204	A
USGS	11406920	1992-04-09	205	A
USGS	11406920	1992-04-10	208	A
USGS	11406920	1992-04-11	211	A
USGS	11406920	1992-04-12	212	A
USGS	11406920	1992-04-13	212	A
USGS	11406920	1992-04-14	204	A
USGS	11406920	1992-04-15	203	A
USGS	11406920	1992-04-16	203	A
USGS	11406920	1992-04-17	203	A
USGS	11406920	1992-04-18	200	A
USGS	11406920	1992-04-19	203	A
USGS	11406920	1992-04-20	203	A
USGS	11406920	1992-04-21	203	A
USGS	11406920	1992-04-22	203	A
USGS	11406920	1992-04-23	203	A
USGS	11406920	1992-04-24	203	A
USGS	11406920	1992-04-25	198	A
USGS	11406920	1992-04-26	198	A
USGS	11406920	1992-04-27	193	A
USGS	11406920	1992-04-28	201	A
USGS	11406920	1992-04-29	234	A
USGS	11406920	1992-04-30	250	A
USGS	11406920	1992-05-01	254	A
USGS	11406920	1992-05-02	753	A
USGS	11406920	1992-05-03	741	A
USGS	11406920	1992-05-04	743	A
USGS	11406920	1992-05-05	753	A
USGS	11406920	1992-05-06	761	A
USGS	11406920	1992-05-07	1030	A
USGS	11406920	1992-05-08	1380	A
USGS	11406920	1992-05-09	1390	A
USGS	11406920	1992-05-10	1390	A
USGS	11406920	1992-05-11	1390	A
USGS	11406920	1992-05-12	1390	A
USGS	11406920	1992-05-13	1530	A
USGS	11406920	1992-05-14	1690	A
USGS	11406920	1992-05-15	1690	A
USGS	11406920	1992-05-16	1680	A
USGS	11406920	1992-05-17	1680	A
USGS	11406920	1992-05-18	1690	A
USGS	11406920	1992-05-19	1690	A
USGS	11406920	1992-05-20	1690	A
USGS	11406920	1992-05-21	1690	A
USGS	11406920	1992-05-22	1690	A
USGS	11406920	1992-05-23	1690	A
USGS	11406920	1992-05-24	1690	A
USGS	11406920	1992-05-25	1690	A
USGS	11406920	1992-05-26	1690	A
USGS	11406920	1992-05-27	1690	A
USGS	11406920	1992-05-28	1940	A
USGS	11406920	1992-05-29	2190	A
USGS	11406920	1992-05-30	2190	A
USGS	11406920	1992-05-31	2190	A
USGS	11406920	1992-06-01	2190	A
USGS	11406920	1992-06-02	2190	A
USGS	11406920	1992-06-03	2190	A
USGS	11406920	1992-06-04	2190	A
USGS	11406920	1992-06-05	2190	A
USGS	11406920	1992-06-06	2190	A
USGS	11406920	1992-06-07	2190	A
USGS	11406920	1992-06-08	1960	A
USGS	11406920	1992-06-09	1330	A
USGS	11406920	1992-06-10	835	A
USGS	11406920	1992-06-11	686	A
USGS	11406920	1992-06-12	689	A
USGS	11406920	1992-06-13	687	A
USGS	11406920	1992-06-14	683	A
USGS	11406920	1992-06-15	689	A
USGS	11406920	1992-06-16	603	A
USGS	11406920	1992-06-17	453	A
USGS	11406920	1992-06-18	396	A
USGS	11406920	1992-06-19	396	A
USGS	11406920	1992-06-20	395	A
USGS	11406920	1992-06-21	398	A
USGS	11406920	1992-06-22	399	A
USGS	11406920	1992-06-23	397	A
USGS	11406920	1992-06-24	400	A
USGS	11406920	1992-06-25	853	A
USGS	11406920	1992-06-26	893	A
USGS	11406920	1992-06-27	894	A
USGS	11406920	1992-06-28	893	A
USGS	11406920	1992-06-29	894	A
USGS	11406920	1992-06-30	811	A
USGS	11406920	1992-07-01	601	A
USGS	11406920	1992-07-02	448	A
USGS	11406920	1992-07-03	396	A
USGS	11406920	1992-07-04	323	A
USGS	11406920	1992-07-05	17.0	A
USGS	11406920	1992-07-06	18.0	A
USGS	11406920	1992-07-07	18.0	A
USGS	11406920	1992-07-08	17.0	A
USGS	11406920	1992-07-09	17.0	A
USGS	11406920	1992-07-10	338	A
USGS	11406920	1992-07-11	993	A
USGS	11406920	1992-07-12	994	A
USGS	11406920	1992-07-13	1240	A
USGS	11406920	1992-07-14	1990	A
USGS	11406920	1992-07-15	1990	A
USGS	11406920	1992-07-16	2150	A
USGS	11406920	1992-07-17	2390	A
USGS	11406920	1992-07-18	2390	A
USGS	11406920	1992-07-19	2390	A
USGS	11406920	1992-07-20	2390	A
USGS	11406920	1992-07-21	2390	A
USGS	11406920	1992-07-22	2390	A
USGS	11406920	1992-07-23	2390	A
USGS	11406920	1992-07-24	2390	A
USGS	11406920	1992-07-25	2390	A
USGS	11406920	1992-07-26	2390	A
USGS	11406920	1992-07-27	2390	A
USGS	11406920	1992-07-28	2390	A
USGS	11406920	1992-07-29	2390	A
USGS	11406920	1992-07-30	2390	A
USGS	11406920	1992-07-31	2390	A
USGS	11406920	1992-08-01	1890	A
USGS	11406920	1992-08-02	1970	A
USGS	11406920	1992-08-03	1990	A
USGS	11406920	1992-08-04	1790	A
USGS	11406920	1992-08-05	1540	A
USGS	11406920	1992-08-06	1280	A
USGS	11406920	1992-08-07	1290	A
USGS	11406920	1992-08-08	1880	A
USGS	11406920	1992-08-09	1890	A
USGS	11406920	1992-08-10	1890	A
USGS	11406920	1992-08-11	1880	A
USGS	11406920	1992-08-12	1880	A
USGS	11406920	1992-08-13	1890	A
USGS	11406920	1992-08-14	1890	A
USGS	11406920	1992-08-15	1880	A
USGS	11406920	1992-08-16	1880	A
USGS	11406920	1992-08-17	1880	A
USGS	11406920	1992-08-18	1880	A
USGS	11406920	1992-08-19	1890	A
USGS	11406920	1992-08-20	1880	A
USGS	11406920	1992-08-21	1890	A
USGS	11406920	1992-08-22	1880	A
USGS	11406920	1992-08-23	1880	A
USGS	11406920	1992-08-24	1880	A
USGS	11406920	1992-08-25	1880	A
USGS	11406920	1992-08-26	1880	A
USGS	11406920	1992-08-27	1880	A
USGS	11406920	1992-08-28	1880	A
USGS	11406920	1992-08-29	1880	A
USGS	11406920	1992-08-30	1880	A
USGS	11406920	1992-08-31	1880	A
USGS	11406920	1992-09-01	1890	A
USGS	11406920	1992-09-02	1890	A
USGS	11406920	1992-09-03	1880	A
USGS	11406920	1992-09-04	1880	A
USGS	11406920	1992-09-05	1890	A
USGS	11406920	1992-09-06	1880	A
USGS	11406920	1992-09-07	1880	A
USGS	11406920	1992-09-08	1890	A
USGS	11406920	1992-09-09	1890	A
USGS	11406920	1992-09-10	1890	A
USGS	11406920	1992-09-11	1880	A
USGS	11406920	1992-09-12	1870	A
USGS	11406920	1992-09-13	1870	A
USGS	11406920	1992-09-14	1880	A
USGS	11406920	1992-09-15	1880	A
USGS	11406920	1992-09-16	1880	A
USGS	11406920	1992-09-17	1890	A
USGS	11406920	1992-09-18	1890	A
USGS	11406920	1992-09-19	1890	A
USGS	11406920	1992-09-20	1890	A
USGS	11406920	1992-09-21	1890	A
USGS	11406920	1992-09-22	1890	A
USGS	11406920	1992-09-23	1890	A
USGS	11406920	1992-09-24	1890	A
USGS	11406920	1992-09-25	1880	A
USGS	11406920	1992-09-26	1890	A
USGS	11406920	1992-09-27	1890	A
USGS	11406920	1992-09-28	1890	A
USGS	11406920	1992-09-29	1900	A
USGS	11406920	1992-09-30	1890	A
USGS	11406920	1992-10-01	1890	A
USGS	11406920	1992-10-02	1900	A
USGS	11406920	1992-10-03	1890	A
USGS	11406920	1992-10-04	1890	A
USGS	11406920	1992-10-05	1890	A
USGS	11406920	1992-10-06	1890	A
USGS	11406920	1992-10-07	1790	A
USGS	11406920	1992-10-08	1600	A
USGS	11406920	1992-10-09	1390	A
USGS	11406920	1992-10-10	1180	A
USGS	11406920	1992-10-11	996	A
USGS	11406920	1992-10-12	798	A
USGS	11406920	1992-10-13	596	A
USGS	11406920	1992-10-14	403	A
USGS	11406920	1992-10-15	405	A
USGS	11406920	1992-10-16	405	A
USGS	11406920	1992-10-17	403	A
USGS	11406920	1992-10-18	402	A
USGS	11406920	1992-10-19	403	A
USGS	11406920	1992-10-20	402	A
USGS	11406920	1992-10-21	402	A
USGS	11406920	1992-10-22	402	A
USGS	11406920	1992-10-23	402	A
USGS	11406920	1992-10-24	401	A
USGS	11406920	1992-10-25	402	A
USGS	11406920	1992-10-26	401	A
USGS	11406920	1992-10-27	402	A
USGS	11406920	1992-10-28	401	A
