# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-07-23 14:37:33 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11396200 SF FEATHER R BL FORBESTOWN DAM CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11396200
#            TS   parameter     statistic     Description
#        217860       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	217860_00060_00003	217860_00060_00003_cd
USGS	11396200	1991-02-02	5.80	A
USGS	11396200	1991-02-03	5.90	A
USGS	11396200	1991-02-04	5.80	A
USGS	11396200	1991-02-05	5.90	A
USGS	11396200	1991-02-06	5.70	A
USGS	11396200	1991-02-07	5.80	A
USGS	11396200	1991-02-08	5.70	A
USGS	11396200	1991-02-09	5.70	A
USGS	11396200	1991-02-10	5.70	A
USGS	11396200	1991-02-11	5.70	A
USGS	11396200	1991-02-12	5.70	A
USGS	11396200	1991-02-13	5.70	A
USGS	11396200	1991-02-14	5.70	A
USGS	11396200	1991-02-15	5.70	A
USGS	11396200	1991-02-16	5.80	A
USGS	11396200	1991-02-17	5.80	A
USGS	11396200	1991-02-18	5.70	A
USGS	11396200	1991-02-19	5.70	A
USGS	11396200	1991-02-20	5.80	A
USGS	11396200	1991-02-21	5.90	A
USGS	11396200	1991-02-22	5.80	A
USGS	11396200	1991-02-23	5.70	A
USGS	11396200	1991-02-24	5.80	A
USGS	11396200	1991-02-25	5.80	A
USGS	11396200	1991-02-26	8.60	A
USGS	11396200	1991-02-27	5.80	A
USGS	11396200	1991-02-28	5.80	A
USGS	11396200	1991-03-01	6.00	A
USGS	11396200	1991-03-02	6.00	A
USGS	11396200	1991-03-03	6.20	A
USGS	11396200	1991-03-04	377	A
USGS	11396200	1991-03-05	27.0	A
USGS	11396200	1991-03-06	5.80	A
USGS	11396200	1991-03-07	5.70	A
USGS	11396200	1991-03-08	5.70	A
USGS	11396200	1991-03-09	5.70	A
USGS	11396200	1991-03-10	5.70	A
USGS	11396200	1991-03-11	5.70	A
USGS	11396200	1991-03-12	5.90	A
USGS	11396200	1991-03-13	6.10	A
USGS	11396200	1991-03-14	5.80	A
USGS	11396200	1991-03-15	5.70	A
USGS	11396200	1991-03-16	5.80	A
USGS	11396200	1991-03-17	5.70	A
USGS	11396200	1991-03-18	5.70	A
USGS	11396200	1991-03-19	5.70	A
USGS	11396200	1991-03-20	5.80	A
USGS	11396200	1991-03-21	5.70	A
USGS	11396200	1991-03-22	5.70	A
USGS	11396200	1991-03-23	5.90	A
USGS	11396200	1991-03-24	6.10	A
USGS	11396200	1991-03-25	6.10	A
USGS	11396200	1991-03-26	6.20	A
USGS	11396200	1991-03-27	6.00	A
USGS	11396200	1991-03-28	5.90	A
USGS	11396200	1991-03-29	5.80	A
USGS	11396200	1991-03-30	5.80	A
USGS	11396200	1991-03-31	5.80	A
USGS	11396200	1991-04-01	5.80	A
USGS	11396200	1991-04-02	5.80	A
USGS	11396200	1991-04-03	5.70	A
USGS	11396200	1991-04-04	5.80	A
USGS	11396200	1991-04-05	5.70	A
USGS	11396200	1991-04-06	5.80	A
USGS	11396200	1991-04-07	5.70	A
USGS	11396200	1991-04-08	5.80	A
USGS	11396200	1991-04-09	5.80	A
USGS	11396200	1991-04-10	5.70	A
USGS	11396200	1991-04-11	5.70	A
USGS	11396200	1991-04-12	5.80	A
USGS	11396200	1991-04-13	5.80	A
USGS	11396200	1991-04-14	5.70	A
USGS	11396200	1991-04-15	5.70	A
USGS	11396200	1991-04-16	5.80	A
USGS	11396200	1991-04-17	5.70	A
USGS	11396200	1991-04-18	5.80	A
USGS	11396200	1991-04-19	5.70	A
USGS	11396200	1991-04-20	5.70	A
USGS	11396200	1991-04-21	5.70	A
USGS	11396200	1991-04-22	5.70	A
USGS	11396200	1991-04-23	5.70	A
USGS	11396200	1991-04-24	5.70	A
USGS	11396200	1991-04-25	5.70	A
USGS	11396200	1991-04-26	5.70	A
USGS	11396200	1991-04-27	5.70	A
USGS	11396200	1991-04-28	5.70	A
USGS	11396200	1991-04-29	7.50	A
USGS	11396200	1991-04-30	38.0	A
USGS	11396200	1991-05-01	77.0	A
USGS	11396200	1991-05-02	53.0	A
USGS	11396200	1991-05-03	11.0	A
USGS	11396200	1991-05-04	11.0	A
USGS	11396200	1991-05-05	11.0	A
USGS	11396200	1991-05-06	11.0	A
USGS	11396200	1991-05-07	11.0	A
USGS	11396200	1991-05-08	11.0	A
USGS	11396200	1991-05-09	11.0	A
USGS	11396200	1991-05-10	11.0	A
USGS	11396200	1991-05-11	11.0	A
USGS	11396200	1991-05-12	11.0	A
USGS	11396200	1991-05-13	11.0	A
USGS	11396200	1991-05-14	11.0	A
USGS	11396200	1991-05-15	11.0	A
USGS	11396200	1991-05-16	11.0	A
USGS	11396200	1991-05-17	11.0	A
USGS	11396200	1991-05-18	11.0	A
USGS	11396200	1991-05-19	11.0	A
USGS	11396200	1991-05-20	11.0	A
USGS	11396200	1991-05-21	11.0	A
USGS	11396200	1991-05-22	11.0	A
USGS	11396200	1991-05-23	11.0	A
USGS	11396200	1991-05-24	11.0	A
USGS	11396200	1991-05-25	11.0	A
USGS	11396200	1991-05-26	11.0	A
USGS	11396200	1991-05-27	11.0	A
USGS	11396200	1991-05-28	11.0	A
USGS	11396200	1991-05-29	11.0	A
USGS	11396200	1991-05-30	11.0	A
USGS	11396200	1991-05-31	11.0	A
USGS	11396200	1991-06-01	11.0	A
USGS	11396200	1991-06-02	11.0	A
USGS	11396200	1991-06-03	11.0	A
USGS	11396200	1991-06-04	11.0	A
USGS	11396200	1991-06-05	11.0	A
USGS	11396200	1991-06-06	11.0	A
USGS	11396200	1991-06-07	11.0	A
USGS	11396200	1991-06-08	10.0	A
USGS	11396200	1991-06-09	10.0	A
USGS	11396200	1991-06-10	10.0	A
USGS	11396200	1991-06-11	10.0	A
USGS	11396200	1991-06-12	10.0	A
USGS	11396200	1991-06-13	10.0	A
USGS	11396200	1991-06-14	10.0	A
USGS	11396200	1991-06-15	11.0	A
USGS	11396200	1991-06-16	10.0	A
USGS	11396200	1991-06-17	11.0	A
USGS	11396200	1991-06-18	10.0	A
USGS	11396200	1991-06-19	10.0	A
USGS	11396200	1991-06-20	10.0	A
USGS	11396200	1991-06-21	11.0	A
USGS	11396200	1991-06-22	11.0	A
USGS	11396200	1991-06-23	11.0	A
USGS	11396200	1991-06-24	11.0	A
USGS	11396200	1991-06-25	11.0	A
USGS	11396200	1991-06-26	11.0	A
USGS	11396200	1991-06-27	10.0	A
USGS	11396200	1991-06-28	11.0	A
USGS	11396200	1991-06-29	11.0	A
USGS	11396200	1991-06-30	11.0	A
USGS	11396200	1991-07-01	11.0	A
USGS	11396200	1991-07-02	11.0	A
USGS	11396200	1991-07-03	25.0	A
USGS	11396200	1991-07-04	11.0	A
USGS	11396200	1991-07-05	11.0	A
USGS	11396200	1991-07-06	11.0	A
USGS	11396200	1991-07-07	11.0	A
USGS	11396200	1991-07-08	11.0	A
USGS	11396200	1991-07-09	11.0	A
USGS	11396200	1991-07-10	11.0	A
USGS	11396200	1991-07-11	11.0	A
USGS	11396200	1991-07-12	10.0	A
USGS	11396200	1991-07-13	11.0	A
USGS	11396200	1991-07-14	10.0	A
USGS	11396200	1991-07-15	10.0	A
USGS	11396200	1991-07-16	11.0	A
USGS	11396200	1991-07-17	11.0	A
USGS	11396200	1991-07-18	11.0	A
USGS	11396200	1991-07-19	11.0	A
USGS	11396200	1991-07-20	11.0	A
USGS	11396200	1991-07-21	11.0	A
USGS	11396200	1991-07-22	11.0	A
USGS	11396200	1991-07-23	10.0	A
USGS	11396200	1991-07-24	11.0	A
USGS	11396200	1991-07-25	11.0	A
USGS	11396200	1991-07-26	11.0	A
USGS	11396200	1991-07-27	11.0	A
USGS	11396200	1991-07-28	11.0	A
USGS	11396200	1991-07-29	11.0	A
USGS	11396200	1991-07-30	10.0	A
USGS	11396200	1991-07-31	10.0	A
USGS	11396200	1991-08-01	11.0	A
USGS	11396200	1991-08-02	11.0	A
USGS	11396200	1991-08-03	11.0	A
USGS	11396200	1991-08-04	11.0	A
USGS	11396200	1991-08-05	10.0	A
USGS	11396200	1991-08-06	10.0	A
USGS	11396200	1991-08-07	11.0	A
USGS	11396200	1991-08-08	11.0	A
USGS	11396200	1991-08-09	10.0	A
USGS	11396200	1991-08-10	10.0	A
USGS	11396200	1991-08-11	11.0	A
USGS	11396200	1991-08-12	11.0	A
USGS	11396200	1991-08-13	11.0	A
USGS	11396200	1991-08-14	11.0	A
USGS	11396200	1991-08-15	11.0	A
USGS	11396200	1991-08-16	11.0	A
USGS	11396200	1991-08-17	11.0	A
USGS	11396200	1991-08-18	11.0	A
USGS	11396200	1991-08-19	11.0	A
USGS	11396200	1991-08-20	11.0	A
USGS	11396200	1991-08-21	11.0	A
USGS	11396200	1991-08-22	10.0	A
USGS	11396200	1991-08-23	11.0	A
USGS	11396200	1991-08-24	11.0	A
USGS	11396200	1991-08-25	11.0	A
USGS	11396200	1991-08-26	11.0	A
USGS	11396200	1991-08-27	11.0	A
USGS	11396200	1991-08-28	11.0	A
USGS	11396200	1991-08-29	11.0	A
USGS	11396200	1991-08-30	11.0	A
USGS	11396200	1991-08-31	11.0	A
USGS	11396200	1991-09-01	11.0	A
USGS	11396200	1991-09-02	11.0	A
USGS	11396200	1991-09-03	11.0	A
USGS	11396200	1991-09-04	11.0	A
USGS	11396200	1991-09-05	11.0	A
USGS	11396200	1991-09-06	11.0	A
USGS	11396200	1991-09-07	11.0	A
USGS	11396200	1991-09-08	10.0	A
USGS	11396200	1991-09-09	10.0	A
USGS	11396200	1991-09-10	10.0	A
USGS	11396200	1991-09-11	10.0	A
USGS	11396200	1991-09-12	10.0	A
USGS	11396200	1991-09-13	10.0	A
USGS	11396200	1991-09-14	10.0	A
USGS	11396200	1991-09-15	11.0	A
USGS	11396200	1991-09-16	11.0	A
USGS	11396200	1991-09-17	11.0	A
USGS	11396200	1991-09-18	10.0	A
USGS	11396200	1991-09-19	11.0	A
USGS	11396200	1991-09-20	10.0	A
USGS	11396200	1991-09-21	10.0	A
USGS	11396200	1991-09-22	11.0	A
USGS	11396200	1991-09-23	10.0	A
USGS	11396200	1991-09-24	10.0	A
USGS	11396200	1991-09-25	13.0	A
USGS	11396200	1991-09-26	11.0	A
USGS	11396200	1991-09-27	11.0	A
USGS	11396200	1991-09-28	14.0	A
USGS	11396200	1991-09-29	27.0	A
USGS	11396200	1991-09-30	27.0	A
USGS	11396200	1991-10-01	27.0	A
USGS	11396200	1991-10-02	24.0	A
USGS	11396200	1991-10-03	24.0	A
USGS	11396200	1991-10-04	24.0	A
USGS	11396200	1991-10-05	24.0	A
USGS	11396200	1991-10-06	24.0	A
USGS	11396200	1991-10-07	24.0	A
USGS	11396200	1991-10-08	24.0	A
USGS	11396200	1991-10-09	24.0	A
USGS	11396200	1991-10-10	24.0	A
USGS	11396200	1991-10-11	24.0	A
USGS	11396200	1991-10-12	24.0	A
USGS	11396200	1991-10-13	24.0	A
USGS	11396200	1991-10-14	24.0	A
USGS	11396200	1991-10-15	24.0	A
USGS	11396200	1991-10-16	24.0	A
USGS	11396200	1991-10-17	24.0	A
USGS	11396200	1991-10-18	25.0	A
USGS	11396200	1991-10-19	25.0	A
USGS	11396200	1991-10-20	24.0	A
USGS	11396200	1991-10-21	24.0	A
USGS	11396200	1991-10-22	26.0	A
USGS	11396200	1991-10-23	27.0	A
USGS	11396200	1991-10-24	26.0	A
USGS	11396200	1991-10-25	36.0	A
USGS	11396200	1991-10-26	99.0	A
USGS	11396200	1991-10-27	35.0	A
USGS	11396200	1991-10-28	30.0	A
USGS	11396200	1991-10-29	29.0	A
USGS	11396200	1991-10-30	24.0	A
USGS	11396200	1991-10-31	11.0	A
USGS	11396200	1991-11-01	11.0	A
USGS	11396200	1991-11-02	11.0	A
USGS	11396200	1991-11-03	11.0	A
USGS	11396200	1991-11-04	8.00	A
USGS	11396200	1991-11-05	5.90	A
USGS	11396200	1991-11-06	5.90	A
USGS	11396200	1991-11-07	5.80	A
USGS	11396200	1991-11-08	5.90	A
USGS	11396200	1991-11-09	5.90	A
USGS	11396200	1991-11-10	5.80	A
USGS	11396200	1991-11-11	5.90	A
USGS	11396200	1991-11-12	5.80	A
USGS	11396200	1991-11-13	5.90	A
USGS	11396200	1991-11-14	5.80	A
USGS	11396200	1991-11-15	5.80	A
USGS	11396200	1991-11-16	5.70	A
USGS	11396200	1991-11-17	5.90	A
USGS	11396200	1991-11-18	5.80	A
USGS	11396200	1991-11-19	5.70	A
USGS	11396200	1991-11-20	5.90	A
USGS	11396200	1991-11-21	5.80	A
USGS	11396200	1991-11-22	5.90	A
USGS	11396200	1991-11-23	5.90	A
USGS	11396200	1991-11-24	5.70	A
USGS	11396200	1991-11-25	5.70	A
USGS	11396200	1991-11-26	5.90	A
USGS	11396200	1991-11-27	5.90	A
USGS	11396200	1991-11-28	5.90	A
USGS	11396200	1991-11-29	5.90	A
USGS	11396200	1991-11-30	5.90	A
USGS	11396200	1991-12-01	5.90	A
USGS	11396200	1991-12-02	5.90	A
USGS	11396200	1991-12-03	5.90	A
USGS	11396200	1991-12-04	5.90	A
USGS	11396200	1991-12-05	5.90	A
USGS	11396200	1991-12-06	5.90	A
USGS	11396200	1991-12-07	5.90	A
USGS	11396200	1991-12-08	5.80	A
USGS	11396200	1991-12-09	5.70	A
USGS	11396200	1991-12-10	5.70	A
USGS	11396200	1991-12-11	5.70	A
USGS	11396200	1991-12-12	5.70	A
USGS	11396200	1991-12-13	5.70	A
USGS	11396200	1991-12-14	5.70	A
USGS	11396200	1991-12-15	5.70	A
USGS	11396200	1991-12-16	5.70	A
USGS	11396200	1991-12-17	5.70	A
USGS	11396200	1991-12-18	5.80	A
USGS	11396200	1991-12-19	5.90	A
USGS	11396200	1991-12-20	5.90	A
USGS	11396200	1991-12-21	5.90	A
USGS	11396200	1991-12-22	5.90	A
USGS	11396200	1991-12-23	5.90	A
USGS	11396200	1991-12-24	5.90	A
USGS	11396200	1991-12-25	5.90	A
USGS	11396200	1991-12-26	5.90	A
USGS	11396200	1991-12-27	5.90	A
USGS	11396200	1991-12-28	5.90	A
USGS	11396200	1991-12-29	5.90	A
USGS	11396200	1991-12-30	5.90	A
USGS	11396200	1991-12-31	5.80	A
USGS	11396200	1992-01-01	5.90	A
USGS	11396200	1992-01-02	5.90	A
USGS	11396200	1992-01-03	5.70	A
USGS	11396200	1992-01-04	5.70	A
USGS	11396200	1992-01-05	6.10	A
USGS	11396200	1992-01-06	5.90	A
USGS	11396200	1992-01-07	5.70	A
USGS	11396200	1992-01-08	5.80	A
USGS	11396200	1992-01-09	5.70	A
USGS	11396200	1992-01-10	5.70	A
USGS	11396200	1992-01-11	5.70	A
USGS	11396200	1992-01-12	5.70	A
USGS	11396200	1992-01-13	5.70	A
USGS	11396200	1992-01-14	5.70	A
USGS	11396200	1992-01-15	5.70	A
USGS	11396200	1992-01-16	5.90	A
USGS	11396200	1992-01-17	5.80	A
USGS	11396200	1992-01-18	5.70	A
USGS	11396200	1992-01-19	5.70	A
USGS	11396200	1992-01-20	5.80	A
USGS	11396200	1992-01-21	5.80	A
USGS	11396200	1992-01-22	5.70	A
USGS	11396200	1992-01-23	5.80	A
USGS	11396200	1992-01-24	5.70	A
USGS	11396200	1992-01-25	5.70	A
USGS	11396200	1992-01-26	5.70	A
USGS	11396200	1992-01-27	5.80	A
USGS	11396200	1992-01-28	5.80	A
USGS	11396200	1992-01-29	5.80	A
USGS	11396200	1992-01-30	5.80	A
USGS	11396200	1992-01-31	5.70	A
USGS	11396200	1992-02-01	5.70	A
USGS	11396200	1992-02-02	5.80	A
USGS	11396200	1992-02-03	5.90	A
USGS	11396200	1992-02-04	5.80	A
USGS	11396200	1992-02-05	5.80	A
USGS	11396200	1992-02-06	5.70	A
USGS	11396200	1992-02-07	5.80	A
USGS	11396200	1992-02-08	5.90	A
USGS	11396200	1992-02-09	5.90	A
USGS	11396200	1992-02-10	6.00	A
USGS	11396200	1992-02-11	6.10	A
USGS	11396200	1992-02-12	6.40	A
USGS	11396200	1992-02-13	6.10	A
USGS	11396200	1992-02-14	6.40	A
USGS	11396200	1992-02-15	6.30	A
USGS	11396200	1992-02-16	6.10	A
USGS	11396200	1992-02-17	6.10	A
USGS	11396200	1992-02-18	6.10	A
USGS	11396200	1992-02-19	6.30	A
USGS	11396200	1992-02-20	6.30	A
USGS	11396200	1992-02-21	6.10	A
USGS	11396200	1992-02-22	6.10	A
USGS	11396200	1992-02-23	5.90	A
USGS	11396200	1992-02-24	6.10	A
USGS	11396200	1992-02-25	5.90	A
USGS	11396200	1992-02-26	5.90	A
USGS	11396200	1992-02-27	5.90	A
USGS	11396200	1992-02-28	5.90	A
USGS	11396200	1992-02-29	5.90	A
USGS	11396200	1992-03-01	5.90	A
USGS	11396200	1992-03-02	5.90	A
USGS	11396200	1992-03-03	5.90	A
USGS	11396200	1992-03-04	5.90	A
USGS	11396200	1992-03-05	6.10	A
USGS	11396200	1992-03-06	5.90	A
USGS	11396200	1992-03-07	5.90	A
USGS	11396200	1992-03-08	5.90	A
USGS	11396200	1992-03-09	5.90	A
USGS	11396200	1992-03-10	6.10	A
USGS	11396200	1992-03-11	5.90	A
USGS	11396200	1992-03-12	5.90	A
USGS	11396200	1992-03-13	5.90	A
USGS	11396200	1992-03-14	5.90	A
USGS	11396200	1992-03-15	6.10	A
USGS	11396200	1992-03-16	5.90	A
USGS	11396200	1992-03-17	5.70	A
USGS	11396200	1992-03-18	5.70	A
USGS	11396200	1992-03-19	5.70	A
USGS	11396200	1992-03-20	5.70	A
USGS	11396200	1992-03-21	5.70	A
USGS	11396200	1992-03-22	5.70	A
USGS	11396200	1992-03-23	5.70	A
USGS	11396200	1992-03-24	5.70	A
USGS	11396200	1992-03-25	5.70	A
USGS	11396200	1992-03-26	5.70	A
USGS	11396200	1992-03-27	5.70	A
USGS	11396200	1992-03-28	5.70	A
USGS	11396200	1992-03-29	5.70	A
USGS	11396200	1992-03-30	5.70	A
USGS	11396200	1992-03-31	5.70	A
USGS	11396200	1992-04-01	5.70	A
USGS	11396200	1992-04-02	5.70	A
USGS	11396200	1992-04-03	5.70	A
USGS	11396200	1992-04-04	5.70	A
USGS	11396200	1992-04-05	5.70	A
USGS	11396200	1992-04-06	5.70	A
USGS	11396200	1992-04-07	5.70	A
USGS	11396200	1992-04-08	5.70	A
USGS	11396200	1992-04-09	5.70	A
USGS	11396200	1992-04-10	5.70	A
USGS	11396200	1992-04-11	5.70	A
USGS	11396200	1992-04-12	5.90	A
USGS	11396200	1992-04-13	5.80	A
USGS	11396200	1992-04-14	5.70	A
USGS	11396200	1992-04-15	5.80	A
USGS	11396200	1992-04-16	5.70	A
USGS	11396200	1992-04-17	5.80	A
USGS	11396200	1992-04-18	5.70	A
USGS	11396200	1992-04-19	5.80	A
USGS	11396200	1992-04-20	5.80	A
USGS	11396200	1992-04-21	5.70	A
USGS	11396200	1992-04-22	5.70	A
USGS	11396200	1992-04-23	5.70	A
USGS	11396200	1992-04-24	5.70	A
USGS	11396200	1992-04-25	5.60	A
USGS	11396200	1992-04-26	5.70	A
USGS	11396200	1992-04-27	5.80	A
USGS	11396200	1992-04-28	5.70	A
USGS	11396200	1992-04-29	5.70	A
USGS	11396200	1992-04-30	8.70	A
USGS	11396200	1992-05-01	11.0	A
USGS	11396200	1992-05-02	10.0	A
USGS	11396200	1992-05-03	11.0	A
USGS	11396200	1992-05-04	11.0	A
USGS	11396200	1992-05-05	11.0	A
USGS	11396200	1992-05-06	11.0	A
USGS	11396200	1992-05-07	11.0	A
USGS	11396200	1992-05-08	11.0	A
USGS	11396200	1992-05-09	10.0	A
USGS	11396200	1992-05-10	11.0	A
USGS	11396200	1992-05-11	11.0	A
USGS	11396200	1992-05-12	11.0	A
USGS	11396200	1992-05-13	11.0	A
USGS	11396200	1992-05-14	11.0	A
USGS	11396200	1992-05-15	11.0	A
USGS	11396200	1992-05-16	11.0	A
USGS	11396200	1992-05-17	11.0	A
USGS	11396200	1992-05-18	11.0	A
USGS	11396200	1992-05-19	11.0	A
USGS	11396200	1992-05-20	11.0	A
USGS	11396200	1992-05-21	11.0	A
USGS	11396200	1992-05-22	11.0	A
USGS	11396200	1992-05-23	11.0	A
USGS	11396200	1992-05-24	11.0	A
USGS	11396200	1992-05-25	11.0	A
USGS	11396200	1992-05-26	11.0	A
USGS	11396200	1992-05-27	11.0	A
USGS	11396200	1992-05-28	11.0	A
USGS	11396200	1992-05-29	11.0	A
USGS	11396200	1992-05-30	11.0	A
USGS	11396200	1992-05-31	11.0	A
USGS	11396200	1992-06-01	11.0	A
USGS	11396200	1992-06-02	11.0	A
USGS	11396200	1992-06-03	11.0	A
USGS	11396200	1992-06-04	11.0	A
USGS	11396200	1992-06-05	11.0	A
USGS	11396200	1992-06-06	11.0	A
USGS	11396200	1992-06-07	11.0	A
USGS	11396200	1992-06-08	11.0	A
USGS	11396200	1992-06-09	11.0	A
USGS	11396200	1992-06-10	11.0	A
USGS	11396200	1992-06-11	11.0	A
USGS	11396200	1992-06-12	11.0	A
USGS	11396200	1992-06-13	11.0	A
USGS	11396200	1992-06-14	11.0	A
USGS	11396200	1992-06-15	11.0	A
USGS	11396200	1992-06-16	11.0	A
USGS	11396200	1992-06-17	10.0	A
USGS	11396200	1992-06-18	10.0	A
USGS	11396200	1992-06-19	10.0	A
USGS	11396200	1992-06-20	11.0	A
USGS	11396200	1992-06-21	10.0	A
USGS	11396200	1992-06-22	11.0	A
USGS	11396200	1992-06-23	11.0	A
USGS	11396200	1992-06-24	11.0	A
USGS	11396200	1992-06-25	11.0	A
USGS	11396200	1992-06-26	11.0	A
USGS	11396200	1992-06-27	11.0	A
USGS	11396200	1992-06-28	11.0	A
USGS	11396200	1992-06-29	11.0	A
USGS	11396200	1992-06-30	11.0	A
USGS	11396200	1992-07-01	11.0	A
USGS	11396200	1992-07-02	11.0	A
USGS	11396200	1992-07-03	11.0	A
USGS	11396200	1992-07-04	11.0	A
USGS	11396200	1992-07-05	11.0	A
USGS	11396200	1992-07-06	11.0	A
USGS	11396200	1992-07-07	11.0	A
USGS	11396200	1992-07-08	11.0	A
USGS	11396200	1992-07-09	10.0	A
USGS	11396200	1992-07-10	12.0	A
USGS	11396200	1992-07-11	11.0	A
USGS	11396200	1992-07-12	11.0	A
USGS	11396200	1992-07-13	11.0	A
USGS	11396200	1992-07-14	11.0	A
USGS	11396200	1992-07-15	11.0	A
USGS	11396200	1992-07-16	11.0	A
USGS	11396200	1992-07-17	11.0	A
USGS	11396200	1992-07-18	11.0	A
USGS	11396200	1992-07-19	11.0	A
USGS	11396200	1992-07-20	11.0	A
USGS	11396200	1992-07-21	11.0	A
USGS	11396200	1992-07-22	11.0	A
USGS	11396200	1992-07-23	11.0	A
USGS	11396200	1992-07-24	10.0	A
USGS	11396200	1992-07-25	11.0	A
USGS	11396200	1992-07-26	11.0	A
USGS	11396200	1992-07-27	11.0	A
USGS	11396200	1992-07-28	11.0	A
USGS	11396200	1992-07-29	10.0	A
USGS	11396200	1992-07-30	10.0	A
USGS	11396200	1992-07-31	11.0	A
USGS	11396200	1992-08-01	11.0	A
USGS	11396200	1992-08-02	11.0	A
USGS	11396200	1992-08-03	10.0	A
USGS	11396200	1992-08-04	10.0	A
USGS	11396200	1992-08-05	11.0	A
USGS	11396200	1992-08-06	11.0	A
USGS	11396200	1992-08-07	11.0	A
USGS	11396200	1992-08-08	11.0	A
USGS	11396200	1992-08-09	11.0	A
USGS	11396200	1992-08-10	11.0	A
USGS	11396200	1992-08-11	11.0	A
USGS	11396200	1992-08-12	11.0	A
USGS	11396200	1992-08-13	11.0	A
USGS	11396200	1992-08-14	11.0	A
USGS	11396200	1992-08-15	11.0	A
USGS	11396200	1992-08-16	11.0	A
USGS	11396200	1992-08-17	11.0	A
USGS	11396200	1992-08-18	11.0	A
USGS	11396200	1992-08-19	11.0	A
USGS	11396200	1992-08-20	11.0	A
USGS	11396200	1992-08-21	11.0	A
USGS	11396200	1992-08-22	11.0	A
USGS	11396200	1992-08-23	11.0	A
USGS	11396200	1992-08-24	11.0	A
USGS	11396200	1992-08-25	11.0	A
USGS	11396200	1992-08-26	11.0	A
USGS	11396200	1992-08-27	11.0	A
USGS	11396200	1992-08-28	10.0	A
USGS	11396200	1992-08-29	10.0	A
USGS	11396200	1992-08-30	11.0	A
USGS	11396200	1992-08-31	11.0	A
USGS	11396200	1992-09-01	11.0	A
USGS	11396200	1992-09-02	10.0	A
USGS	11396200	1992-09-03	10.0	A
USGS	11396200	1992-09-04	11.0	A
USGS	11396200	1992-09-05	11.0	A
USGS	11396200	1992-09-06	11.0	A
USGS	11396200	1992-09-07	11.0	A
