"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-06",,,,,,,,,"0.00",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-07",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","49",",,0","31",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-08",,,,,,,,,"0.18",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-09",,,,,,,,,"0.42",",,0,0800","0.0","P,,0","0.0","P,,0","49",",,0","33",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-10",,,,,,,,,"0.01",",,0,0800","0.0","P,,0","0.0","P,,0","50",",,0","31",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-11",,,,,,,,,"0.52",",,0,0800","0.0","P,,0","0.0","P,,0","50",",,0","32",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-12",,,,,,,,,"0.03",",,0,0800","0.0","P,,0","0.0","P,,0","49",",,0","27",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-13",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","54",",,0","24",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-14",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","55",",,0","18",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-15",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","54",",,0","17",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-16",,,,,,,,,"0.26",",,0,0800","0.0","P,,0","0.0","P,,0","36",",,0","26",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-17",,,,,,,,,"0.43",",,0,0800","0.0","P,,0","0.0","P,,0","45",",,0","30",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-18",,,,,,,,,"1.14",",,0,0800","0.0","P,,0","0.0","P,,0","40",",,0","33",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-19",,,,,,,,,"1.56",",,0,0800","0.0","P,,0","0.0","P,,0","46",",,0","33",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-20",,,,,,,,,"0.58",",,0,0800","0.0","P,,0","0.0","P,,0","41",",,0","29",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-21",,,,,,,,,"0.21",",,0,0800","0.0","P,,0","0.0","P,,0","42",",,0","29",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-22",,,,,,,,,"0.36",",,0,0800","0.0","P,,0","0.0","P,,0","42",",,0","32",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-23",,,,,,,,,"0.60",",,0,0800","0.0","P,,0","0.0","P,,0","41",",,0","32",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-24",,,,,,,,,"0.94",",,0,0800","0.0","P,,0","0.0","P,,0","38",",,0","24",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-25",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","44",",,0","22",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-26",,,,,,,,,"0.14",",,0,0800","0.0","P,,0","0.0","P,,0","43",",,0","21",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-27",,,,,,,,,"0.10",",,0,0800","0.0","P,,0","0.0","P,,0","58",",,0","14",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-02-28",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","56",",,0","16",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-01",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0",",,0","57",",,0","29",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-02",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","57",",,0","29",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-03",,,,,,,,,"0.04",",,0,0800","0.0","P,,0","0.0","P,,0","65",",,0","34",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-04",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","61",",,0","27",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-05",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","68",",,0","27",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-06",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","70",",,0","27",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-07",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","70",",,0","27",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-08",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","71",",,0","29",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-09",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","69",",,0","33",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-10",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","71",",,0","32",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-11",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","66",",,0","30",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-12",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","68",",,0","30",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-13",,,,,,,,,"0.01",",,0,0800","0.0","P,,0","0.0","P,,0","69",",,0","41",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-14",,,,,,,,,"0.10",",,0,0800","0.0","P,,0","0.0","P,,0","69",",,0","41",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-15",,,,,,,,,"0.08",",,0,0800","0.0","P,,0","0.0","P,,0","58",",,0","41",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-16",,,,,,,,,"0.04",",,0,0800","0.0","P,,0","0.0","P,,0","55",",,0","40",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-17",,,,,,,,,"0.95",",,0,0800","0.0","P,,0","0.0","P,,0","54",",,0","44",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-18",,,,,,,,,"0.27",",,0,0800","0.0","P,,0","0.0","P,,0","57",",,0","40",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-19",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","59",",,0","34",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-20",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","67",",,0","34",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-21",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","70",",,0","32",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-22",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","73",",,0","30",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-23",,,,,,,,,"0.83",",,0,0800","0.0","P,,0","0.0","P,,0","72",",,0","37",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-24",,,,,,,,,"0.71",",,0,0800","0.0","P,,0","0.0","P,,0","52",",,0","40",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-25",,,,,,,,,"0.61",",,0,0800","0.0","P,,0","0.0","P,,0","54",",,0","32",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-26",,,,,,,,,"0.22",",,0,0800","0.0","P,,0","0.0","P,,0","47",",,0","38",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-27",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","52",",,0","38",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-28",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","64",",,0","35",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-29",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","63",",,0","41",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-30",,,,,,,,,"0.01",",,0,0800","0.0","P,,0","0.0","P,,0","64",",,0","37",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-03-31",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","68",",,0","34",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-01",,,,,,,,,"0.41",",,0,0800","0.0","P,,0","0.0",",,0","65",",,0","34",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-02",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","57",",,0","34",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-03",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","61",",,0","37",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-04",,,,,,,,,"0.01",",,0,0800","0.0","P,,0","0.0","P,,0","61",",,0","41",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-05",,,,,,,,,"0.01",",,0,0800","0.0","P,,0","0.0","P,,0","53",",,0","33",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-06",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","60",",,0","25",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-07",,,,,,,,,"0.00",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-08",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","72",",,0","32",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-09",,,,,,,,,"0.77",",,0,0800","0.0","P,,0","0.0","P,,0","63",",,0","36",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-10",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","54",",,0","40",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-11",,,,,,,,,"0.06",",,0,0800","0.0","P,,0","0.0","P,,0","57",",,0","31",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-12",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","61",",,0","24",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-13",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","64",",,0","28",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-14",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","70",",,0","28",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-15",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","65",",,0","40",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-16",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","65",",,0","31",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-17",,,,,,,,,"0.69",",,0,0800","0.0","P,,0","0.0","P,,0","56",",,0","34",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-18",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","69",",,0","28",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-19",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","72",",,0","31",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-20",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","69",",,0","42",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-21",,,,,,,,,"0.00",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-22",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","67",",,0","34",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-23",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","60",",,0","33",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-24",,,,,,,,,"0.22",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-25",,,,,,,,,"0.00",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-26",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","66",",,0","42",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-27",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","73",",,0","31",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-28",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","77",",,0","32",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-29",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","81",",,0","38",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-04-30",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","83",",,0","36",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-01",,,,,,,,,"0.00",",,0,0800","0.0","P,,0","0.0",",,0",,,,,,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-02",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","81",",,0","41",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-03",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","77",",,0","48",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-04",,,,,,,,,"0.22",",,0,0800","0.0","P,,0","0.0","P,,0","63",",,0","31",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-05",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","74",",,0","31",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-06",,,,,,,,,"0.01",",,0,0800","0.0","P,,0","0.0","P,,0","77",",,0","46",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-07",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","65",",,0","39",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-08",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","74",",,0","34",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-09",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","81",",,0","33",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-10",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","88",",,0","43",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-11",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","83",",,0","41",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-12",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","73",",,0","42",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-13",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","68",",,0","32",",,0",,,,,,,,,,,,
"USC00047195","QUINCY, CA US","39.9366","-120.9475","1042.4","1993-05-14",,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0","75",",,0","31",",,0",,,,,,,,,,,,
